Complaint_No,Weapon_Type
20150323195502,"Personal Weapons (hands,feet,teeth,etc.)"
20150323203403,Handgun                                 
20150323210502,Other Weapon                            
20150323211403,Not Applicable/None                     
20150323221200,"Personal Weapons (hands,feet,teeth,etc.)"
20150323224404,Knife                                   
20150323224601,Handgun                                 
20150323224802,"Personal Weapons (hands,feet,teeth,etc.)"
20150323231906,"Personal Weapons (hands,feet,teeth,etc.)"
20150323233207,"Personal Weapons (hands,feet,teeth,etc.)"
20150323235200,"Personal Weapons (hands,feet,teeth,etc.)"
20150324002002,"Personal Weapons (hands,feet,teeth,etc.)"
20150324010701,Handgun                                 
20150324020402,Handgun                                 
20150324065600,"Personal Weapons (hands,feet,teeth,etc.)"
20150324073004,"Personal Weapons (hands,feet,teeth,etc.)"
20150324075600,Not Applicable/None                     
20150324083300,Not Applicable/None                     
20150324092501,"Personal Weapons (hands,feet,teeth,etc.)"
20150324100702,"Personal Weapons (hands,feet,teeth,etc.)"
20150324102207,"Personal Weapons (hands,feet,teeth,etc.)"
20150324103200,"Personal Weapons (hands,feet,teeth,etc.)"
20150324105607,"Personal Weapons (hands,feet,teeth,etc.)"
20150324110400,"Personal Weapons (hands,feet,teeth,etc.)"
20150324111502,"Personal Weapons (hands,feet,teeth,etc.)"
20150324111911,"Personal Weapons (hands,feet,teeth,etc.)"
20150324115509,Handgun                                 
20150324122303,"Personal Weapons (hands,feet,teeth,etc.)"
20150324130303,Not Applicable/None                     
20150324133400,"Personal Weapons (hands,feet,teeth,etc.)"
20150324133803,"Personal Weapons (hands,feet,teeth,etc.)"
20150324144606,Handgun                                 
20150324144606,"Personal Weapons (hands,feet,teeth,etc.)"
20150324150202,"Personal Weapons (hands,feet,teeth,etc.)"
20150324152001,"Personal Weapons (hands,feet,teeth,etc.)"
20150324153706,Handgun                                 
20150324160003,"Personal Weapons (hands,feet,teeth,etc.)"
20150324160605,Razor                                   
20150324160805,"Personal Weapons (hands,feet,teeth,etc.)"
20150324173000,"Personal Weapons (hands,feet,teeth,etc.)"
20150324173500,Not Applicable/None                     
20150324192505,Other Weapon                            
20150324200203,"Personal Weapons (hands,feet,teeth,etc.)"
20150324204801,"Personal Weapons (hands,feet,teeth,etc.)"
20150324220600,Other Weapon                            
20150324221401,"Personal Weapons (hands,feet,teeth,etc.)"
20150324222503,Handgun                                 
20150324224703,Handgun                                 
20150324234703,"Personal Weapons (hands,feet,teeth,etc.)"
20150325004303,"Personal Weapons (hands,feet,teeth,etc.)"
20150325015800,Knife                                   
20150325020802,"Personal Weapons (hands,feet,teeth,etc.)"
20150325063201,"Personal Weapons (hands,feet,teeth,etc.)"
20150325075207,"Personal Weapons (hands,feet,teeth,etc.)"
20150325075505,"Personal Weapons (hands,feet,teeth,etc.)"
20150325082101,"Personal Weapons (hands,feet,teeth,etc.)"
20150325083000,"Personal Weapons (hands,feet,teeth,etc.)"
20150325100900,"Personal Weapons (hands,feet,teeth,etc.)"
20150325102805,Not Applicable/None                     
20150325114105,"Personal Weapons (hands,feet,teeth,etc.)"
20150325114203,"Personal Weapons (hands,feet,teeth,etc.)"
20150325123002,Knife                                   
20150325125504,Handgun                                 
20150325131403,"Personal Weapons (hands,feet,teeth,etc.)"
20150325133300,"Personal Weapons (hands,feet,teeth,etc.)"
20150325144200,"Personal Weapons (hands,feet,teeth,etc.)"
20150325144305,"Personal Weapons (hands,feet,teeth,etc.)"
20150325144801,Not Applicable/None                     
20150325150800,Other Weapon                            
20150325151001,Not Applicable/None                     
20150325151907,"Personal Weapons (hands,feet,teeth,etc.)"
20150325170103,"Personal Weapons (hands,feet,teeth,etc.)"
20150325170703,"Personal Weapons (hands,feet,teeth,etc.)"
20150325171006,"Personal Weapons (hands,feet,teeth,etc.)"
20150325172106,Knife                                   
20150325175102,Not Applicable/None                     
20150325175103,Handgun                                 
20150325180400,"Personal Weapons (hands,feet,teeth,etc.)"
20150325180401,"Personal Weapons (hands,feet,teeth,etc.)"
20150325181904,Handgun                                 
20150325183203,"Personal Weapons (hands,feet,teeth,etc.)"
20150325193801,"Personal Weapons (hands,feet,teeth,etc.)"
20150325200704,Handgun                                 
20150325204201,Other Weapon                            
20150325205601,Vehicle                                 
20150325220900,"Personal Weapons (hands,feet,teeth,etc.)"
20150325220901,"Personal Weapons (hands,feet,teeth,etc.)"
20150325222902,"Personal Weapons (hands,feet,teeth,etc.)"
20150325224103,Handgun                                 
20150325224800,"Personal Weapons (hands,feet,teeth,etc.)"
20150325232205,"Personal Weapons (hands,feet,teeth,etc.)"
20150326001301,Handgun                                 
20150326002900,Handgun                                 
20150326005000,Rifle                                   
20150326011801,"Personal Weapons (hands,feet,teeth,etc.)"
20150326023401,Not Applicable/None                     
20150326032101,Handgun                                 
20150326033704,Handgun                                 
20150326081301,"Personal Weapons (hands,feet,teeth,etc.)"
20150326082402,"Personal Weapons (hands,feet,teeth,etc.)"
20150326084106,Handgun                                 
20150326085102,"Personal Weapons (hands,feet,teeth,etc.)"
20150326085202,"Personal Weapons (hands,feet,teeth,etc.)"
20150326095303,Not Applicable/None                     
20150326104200,"Personal Weapons (hands,feet,teeth,etc.)"
20150326104503,"Personal Weapons (hands,feet,teeth,etc.)"
20150326114105,"Personal Weapons (hands,feet,teeth,etc.)"
20150326121201,Handgun                                 
20150326124501,"Personal Weapons (hands,feet,teeth,etc.)"
20150326131303,"Personal Weapons (hands,feet,teeth,etc.)"
20150326140807,"Personal Weapons (hands,feet,teeth,etc.)"
20150326145101,"Personal Weapons (hands,feet,teeth,etc.)"
20150326151706,Other Weapon                            
20150326153604,"Personal Weapons (hands,feet,teeth,etc.)"
20150326160207,Handgun                                 
20150326165408,"Personal Weapons (hands,feet,teeth,etc.)"
20150326165607,"Personal Weapons (hands,feet,teeth,etc.)"
20150326171301,"Personal Weapons (hands,feet,teeth,etc.)"
20150326183603,"Personal Weapons (hands,feet,teeth,etc.)"
20150326190603,Not Applicable/None                     
20150326192601,"Blunt Object(club,hammer,etc)           "
20150326193700,"Personal Weapons (hands,feet,teeth,etc.)"
20150326195100,"Personal Weapons (hands,feet,teeth,etc.)"
20150326195401,"Personal Weapons (hands,feet,teeth,etc.)"
20150326201605,Unknown/Not Stated                      
20150326205200,"Personal Weapons (hands,feet,teeth,etc.)"
20150326205902,"Personal Weapons (hands,feet,teeth,etc.)"
20150326210603,"Personal Weapons (hands,feet,teeth,etc.)"
20150326213807,"Personal Weapons (hands,feet,teeth,etc.)"
20150326220101,"Personal Weapons (hands,feet,teeth,etc.)"
20150326220700,"Personal Weapons (hands,feet,teeth,etc.)"
20150327001700,"Personal Weapons (hands,feet,teeth,etc.)"
20150327003400,"Personal Weapons (hands,feet,teeth,etc.)"
20150327005201,"Personal Weapons (hands,feet,teeth,etc.)"
20150327011400,"Personal Weapons (hands,feet,teeth,etc.)"
20150327025801,"Personal Weapons (hands,feet,teeth,etc.)"
20150327025801,Handgun                                 
20150327025801,"Blunt Object(club,hammer,etc)           "
20150327044802,"Personal Weapons (hands,feet,teeth,etc.)"
20150327052301,Undetermined Firearm                    
20150327083602,"Personal Weapons (hands,feet,teeth,etc.)"
20150327093201,Other Weapon                            
20150327093405,Not Applicable/None                     
20150327101803,"Personal Weapons (hands,feet,teeth,etc.)"
20150327101803,"Blunt Object(club,hammer,etc)           "
20150327105807,Not Applicable/None                     
20150327111901,"Personal Weapons (hands,feet,teeth,etc.)"
20150327132900,"Personal Weapons (hands,feet,teeth,etc.)"
20150327133801,"Personal Weapons (hands,feet,teeth,etc.)"
20150327134600,Other Weapon                            
20150327140003,Handgun                                 
20150327151104,"Personal Weapons (hands,feet,teeth,etc.)"
20150327151607,"Personal Weapons (hands,feet,teeth,etc.)"
20150327151607,Other Weapon                            
20150327162601,Handgun                                 
20150327162803,"Personal Weapons (hands,feet,teeth,etc.)"
20150327165104,"Personal Weapons (hands,feet,teeth,etc.)"
20150327165502,"Personal Weapons (hands,feet,teeth,etc.)"
20150327202204,"Personal Weapons (hands,feet,teeth,etc.)"
20150327204403,Rifle                                   
20150327205804,"Personal Weapons (hands,feet,teeth,etc.)"
20150327212500,Handgun                                 
20150327232900,"Personal Weapons (hands,feet,teeth,etc.)"
20150327235302,"Personal Weapons (hands,feet,teeth,etc.)"
20150328001300,Handgun                                 
20150328010400,Unknown/Not Stated                      
20150328014603,Handgun                                 
20150328014806,Not Applicable/None                     
20150328031500,Other Weapon                            
20150328031701,Handgun                                 
20150328052600,"Personal Weapons (hands,feet,teeth,etc.)"
20150328055600,"Personal Weapons (hands,feet,teeth,etc.)"
20150328092403,"Personal Weapons (hands,feet,teeth,etc.)"
20150328094100,"Personal Weapons (hands,feet,teeth,etc.)"
20150328111700,"Personal Weapons (hands,feet,teeth,etc.)"
20150328123001,"Personal Weapons (hands,feet,teeth,etc.)"
20150328135400,Not Applicable/None                     
20150328151504,"Personal Weapons (hands,feet,teeth,etc.)"
20150328152802,Not Applicable/None                     
20150328160904,"Personal Weapons (hands,feet,teeth,etc.)"
20150328161803,"Personal Weapons (hands,feet,teeth,etc.)"
20150328163500,"Personal Weapons (hands,feet,teeth,etc.)"
20150328172501,"Personal Weapons (hands,feet,teeth,etc.)"
20150328185502,"Personal Weapons (hands,feet,teeth,etc.)"
20150328200705,Other Weapon                            
20150328223300,"Personal Weapons (hands,feet,teeth,etc.)"
20150328224800,"Personal Weapons (hands,feet,teeth,etc.)"
20150328233504,Handgun                                 
20150328235301,"Personal Weapons (hands,feet,teeth,etc.)"
20150329010206,"Personal Weapons (hands,feet,teeth,etc.)"
20150329013300,Other Weapon                            
20150329024601,"Personal Weapons (hands,feet,teeth,etc.)"
20150329031800,Knife                                   
20150329034000,"Personal Weapons (hands,feet,teeth,etc.)"
20150329044700,"Personal Weapons (hands,feet,teeth,etc.)"
20150329062500,"Personal Weapons (hands,feet,teeth,etc.)"
20150329074903,"Personal Weapons (hands,feet,teeth,etc.)"
20150329095300,"Personal Weapons (hands,feet,teeth,etc.)"
20150329095300,Handgun                                 
20150329103501,"Blunt Object(club,hammer,etc)           "
20150329103501,"Personal Weapons (hands,feet,teeth,etc.)"
20150329110700,"Personal Weapons (hands,feet,teeth,etc.)"
20150329113103,"Personal Weapons (hands,feet,teeth,etc.)"
20150329113600,"Personal Weapons (hands,feet,teeth,etc.)"
20150329115200,"Personal Weapons (hands,feet,teeth,etc.)"
20150329115200,Handgun                                 
20150329143400,"Personal Weapons (hands,feet,teeth,etc.)"
20150329150902,"Personal Weapons (hands,feet,teeth,etc.)"
20150329151001,"Personal Weapons (hands,feet,teeth,etc.)"
20150329151702,"Personal Weapons (hands,feet,teeth,etc.)"
20150329154300,"Personal Weapons (hands,feet,teeth,etc.)"
20150329154500,Not Applicable/None                     
20150329163400,"Personal Weapons (hands,feet,teeth,etc.)"
20150329163401,Shotgun                                 
20150329204000,"Personal Weapons (hands,feet,teeth,etc.)"
20150329204502,"Personal Weapons (hands,feet,teeth,etc.)"
20150329205800,Handgun                                 
20150329214004,Handgun                                 
20150329223404,Handgun                                 
20150329225702,Handgun                                 
20150329230801,"Personal Weapons (hands,feet,teeth,etc.)"
20150329231403,"Personal Weapons (hands,feet,teeth,etc.)"
20150330002500,Knife                                   
20150330002500,"Personal Weapons (hands,feet,teeth,etc.)"
20150330002502,Knife                                   
20150330014803,Handgun                                 
